ligand,receptor,type,species
Sdcbp,Epha6,L,Mouse
Tulp1,Epha6,L,Mouse
Vstm2a,Epha6,L,Mouse
Gm1673,Fzd9,L,Mouse
Csn1s1,Fzd9,L,Mouse
Dand5,Fzd9,L,Mouse
Plac9,Fzd9,L,Mouse
Wnt10a,Fzd9,L,Mouse
Wnt10b,Fzd9,L,Mouse
Wnt9a,Fzd9,L,Mouse
Gm1673,Fzd7,L,Mouse
Cbln2,Fzd7,L,Mouse
Cbln3,Fzd7,L,Mouse
Csn1s1,Fzd7,L,Mouse
Dand5,Fzd7,L,Mouse
Hdgf,Fzd7,L,Mouse
Lad1,Fzd7,L,Mouse
Mapt,Fzd7,L,Mouse
Plac9,Fzd7,L,Mouse
Svbp,Fzd7,L,Mouse
Wnt10a,Fzd7,L,Mouse
Wnt10b,Fzd7,L,Mouse
Wnt9a,Fzd7,L,Mouse
Ybx1,Fzd7,L,Mouse
Gm1673,Fzd5,L,Mouse
Csn1s1,Fzd5,L,Mouse
Dand5,Fzd5,L,Mouse
Plac9,Fzd5,L,Mouse
Wnt10a,Fzd5,L,Mouse
Wnt10b,Fzd5,L,Mouse
Wnt9a,Fzd5,L,Mouse
Gm1673,Sema6b,LR,Mouse
Wnt10a,Sema6b,LR,Mouse
Wnt10b,Sema6b,LR,Mouse
Wnt9a,Sema6b,LR,Mouse
Wnt1,Sema6b,R,Mouse
Wnt2,Sema6b,R,Mouse
Wnt5a,Sema6b,R,Mouse
Wnt3,Sema6b,R,Mouse
Wnt3a,Sema6b,R,Mouse
Rspo4,Sema6b,R,Mouse
Rspo1,Sema6b,R,Mouse
Rspo2,Sema6b,R,Mouse
Rspo3,Sema6b,R,Mouse
Gm1673,Sulf1,LR,Mouse
Wnt10a,Sulf1,LR,Mouse
Wnt10b,Sulf1,LR,Mouse
Wnt9a,Sulf1,LR,Mouse
Wnt1,Sulf1,R,Mouse
Wnt2,Sulf1,R,Mouse
Wnt5a,Sulf1,R,Mouse
Wnt3,Sulf1,R,Mouse
Wnt3a,Sulf1,R,Mouse
Gm1673,Sulf2,LR,Mouse
Wnt10a,Sulf2,LR,Mouse
Wnt10b,Sulf2,LR,Mouse
Wnt9a,Sulf2,LR,Mouse
Wnt1,Sulf2,R,Mouse
Wnt2,Sulf2,R,Mouse
Wnt5a,Sulf2,R,Mouse
Wnt3,Sulf2,R,Mouse
Wnt3a,Sulf2,R,Mouse
Gm94,Adra2a,L,Mouse
Csn1s1,Adra2a,L,Mouse
Csn2,Adra2a,L,Mouse
Defb48,Adra2a,L,Mouse
Hamp,Adra2a,L,Mouse
Krtdap,Adra2a,L,Mouse
Odam,Adra2a,L,Mouse
Pate2,Adra2a,L,Mouse
Pate3,Adra2a,L,Mouse
Gm94,Oprm1,L,Mouse
Csn1s1,Oprm1,L,Mouse
Csn2,Oprm1,L,Mouse
Defb48,Oprm1,L,Mouse
Hamp,Oprm1,L,Mouse
Krtdap,Oprm1,L,Mouse
Odam,Oprm1,L,Mouse
Svbp,Oprm1,L,Mouse
Ybx1,Oprm1,L,Mouse
Gm94,Oprd1,L,Mouse
Csn1s1,Oprd1,L,Mouse
Csn2,Oprd1,L,Mouse
Defb48,Oprd1,L,Mouse
Hamp,Oprd1,L,Mouse
Krtdap,Oprd1,L,Mouse
Odam,Oprd1,L,Mouse
Svbp,Oprd1,L,Mouse
Ybx1,Oprd1,L,Mouse
Gm94,Mtnr1a,L,Mouse
Csn1s1,Mtnr1a,L,Mouse
Csn2,Mtnr1a,L,Mouse
Defb48,Mtnr1a,L,Mouse
Hamp,Mtnr1a,L,Mouse
Krtdap,Mtnr1a,L,Mouse
Odam,Mtnr1a,L,Mouse
Pate2,Mtnr1a,L,Mouse
Pate3,Mtnr1a,L,Mouse
Gm94,Ccr3,L,Mouse
Csn1s1,Ccr3,L,Mouse
Csn2,Ccr3,L,Mouse
Cst8,Ccr3,L,Mouse
Cstl1,Ccr3,L,Mouse
Defb48,Ccr3,L,Mouse
Odam,Ccr3,L,Mouse
Pate3,Ccr3,L,Mouse
Gm94,Pth1r,L,Mouse
Cartpt,Pth1r,L,Mouse
Chgb,Pth1r,L,Mouse
Csn1s1,Pth1r,L,Mouse
Csn2,Pth1r,L,Mouse
Dand5,Pth1r,L,Mouse
Ecrg4,Pth1r,L,Mouse
Gphb5,Pth1r,L,Mouse
Hamp,Pth1r,L,Mouse
Hdgf,Pth1r,L,Mouse
Insl6,Pth1r,L,Mouse
Krtdap,Pth1r,L,Mouse
Lad1,Pth1r,L,Mouse
Leap2,Pth1r,L,Mouse
Mapt,Pth1r,L,Mouse
Mgp,Pth1r,L,Mouse
Odam,Pth1r,L,Mouse
Pdzd11,Pth1r,L,Mouse
Scg2,Pth1r,L,Mouse
Sdcbp,Pth1r,L,Mouse
Srgn,Pth1r,L,Mouse
Svbp,Pth1r,L,Mouse
Ucma,Pth1r,L,Mouse
Ybx1,Pth1r,L,Mouse
Gm94,Grm7,L,Mouse
Csn1s1,Grm7,L,Mouse
Csn2,Grm7,L,Mouse
Odam,Grm7,L,Mouse
Gm94,Adra1b,LR,Mouse
Csn1s1,Adra1b,LR,Mouse
Csn2,Adra1b,LR,Mouse
Defb48,Adra1b,LR,Mouse
Hamp,Adra1b,LR,Mouse
Krtdap,Adra1b,LR,Mouse
Leap2,Adra1b,LR,Mouse
Odam,Adra1b,LR,Mouse
Sdcbp,Adra1b,LR,Mouse
Ybx1,Adra1b,LR,Mouse
Cort,Adra1b,R,Mouse
Nppa,Adra1b,R,Mouse
Pomc,Adra1b,R,Mouse
Penk,Adra1b,R,Mouse
Pdyn,Adra1b,R,Mouse
Calca,Adra1b,R,Mouse
Pth,Adra1b,R,Mouse
Gcg,Adra1b,R,Mouse
Vip,Adra1b,R,Mouse
Crh,Adra1b,R,Mouse
Gip,Adra1b,R,Mouse
Sct,Adra1b,R,Mouse
Nps,Adra1b,R,Mouse
Calcb,Adra1b,R,Mouse
Iapp,Adra1b,R,Mouse
Nppb,Adra1b,R,Mouse
Adcyap1,Adra1b,R,Mouse
Tac1,Adra1b,R,Mouse
Pmch,Adra1b,R,Mouse
Gal,Adra1b,R,Mouse
Nppc,Adra1b,R,Mouse
Nmu,Adra1b,R,Mouse
Sst,Adra1b,R,Mouse
Cxcl9,Adra1b,R,Mouse
Pnoc,Adra1b,R,Mouse
Nms,Adra1b,R,Mouse
Tac4,Adra1b,R,Mouse
Npw,Adra1b,R,Mouse
Rln3,Adra1b,R,Mouse
Pth2,Adra1b,R,Mouse
Tac2,Adra1b,R,Mouse
Gm94,Chrm5,LR,Mouse
Csn1s1,Chrm5,LR,Mouse
Csn2,Chrm5,LR,Mouse
Hamp,Chrm5,LR,Mouse
Krtdap,Chrm5,LR,Mouse
Odam,Chrm5,LR,Mouse
Scgb1c1,Chrm5,LR,Mouse
Scgb2a2,Chrm5,LR,Mouse
Svbp,Chrm5,LR,Mouse
Cort,Chrm5,R,Mouse
Nppa,Chrm5,R,Mouse
Pomc,Chrm5,R,Mouse
Penk,Chrm5,R,Mouse
Pdyn,Chrm5,R,Mouse
Calca,Chrm5,R,Mouse
Pth,Chrm5,R,Mouse
Gcg,Chrm5,R,Mouse
Vip,Chrm5,R,Mouse
Gip,Chrm5,R,Mouse
Nps,Chrm5,R,Mouse
Calcb,Chrm5,R,Mouse
Nppb,Chrm5,R,Mouse
Tac1,Chrm5,R,Mouse
Pmch,Chrm5,R,Mouse
Gal,Chrm5,R,Mouse
Nppc,Chrm5,R,Mouse
Nmu,Chrm5,R,Mouse
Sst,Chrm5,R,Mouse
Tac4,Chrm5,R,Mouse
Tac2,Chrm5,R,Mouse
Hebp1,Chrm5,R,Mouse
Gm94,Grm8,LR,Mouse
Csn1s1,Grm8,LR,Mouse
Csn2,Grm8,LR,Mouse
Dand5,Grm8,LR,Mouse
Hamp,Grm8,LR,Mouse
Krtdap,Grm8,LR,Mouse
Odam,Grm8,LR,Mouse
Pate2,Grm8,LR,Mouse
Pate3,Grm8,LR,Mouse
Scgb1c1,Grm8,LR,Mouse
Svbp,Grm8,LR,Mouse
Ybx1,Grm8,LR,Mouse
Wnt9b,Grm8,R,Mouse
Wnt1,Grm8,R,Mouse
Vim,Grm8,R,Mouse
Pkm,Grm8,R,Mouse
Ntf5,Grm8,R,Mouse
Wnt3,Grm8,R,Mouse
Sostdc1,Grm8,R,Mouse
Sost,Grm8,R,Mouse
Nppa,Grm8,R,Mouse
Pomc,Grm8,R,Mouse
Penk,Grm8,R,Mouse
Pdyn,Grm8,R,Mouse
Crh,Grm8,R,Mouse
Nppb,Grm8,R,Mouse
Pmch,Grm8,R,Mouse
Nppc,Grm8,R,Mouse
Nmu,Grm8,R,Mouse
Cxcl9,Grm8,R,Mouse
Npw,Grm8,R,Mouse
Pth2,Grm8,R,Mouse
Arpc5,Grm8,R,Mouse
Tshb,Grm8,R,Mouse
Trf,Grm8,R,Mouse
Edn3,Grm8,R,Mouse
Edn2,Grm8,R,Mouse
Hebp1,Grm8,R,Mouse
Cxcl5,Grm8,R,Mouse
Edn1,Grm8,R,Mouse
Pltp,Grm8,R,Mouse
Rims2,Grm8,R,Mouse
Actr2,Grm8,R,Mouse
Cartpt,Ramp1,L,Mouse
Csn1s1,Ramp1,L,Mouse
Dand5,Ramp1,L,Mouse
Defb48,Ramp1,L,Mouse
Defb18,Ramp1,L,Mouse
Defb29,Ramp1,L,Mouse
Defb19,Ramp1,L,Mouse
Defb22,Ramp1,L,Mouse
Ecrg4,Ramp1,L,Mouse
Hamp,Ramp1,L,Mouse
Insl6,Ramp1,L,Mouse
Leap2,Ramp1,L,Mouse
Ly6g5b,Ramp1,L,Mouse
Pate2,Ramp1,L,Mouse
Scgb2a2,Ramp1,L,Mouse
Scrg1,Ramp1,L,Mouse
Spink14,Ramp1,L,Mouse
Spink4,Ramp1,L,Mouse
Spink8,Ramp1,L,Mouse
Wfdc10,Ramp1,L,Mouse
Wfdc11,Ramp1,L,Mouse
Wfdc13,Ramp1,L,Mouse
Wfdc9,Ramp1,L,Mouse
Cartpt,Ramp2,L,Mouse
Csn1s1,Ramp2,L,Mouse
Defb48,Ramp2,L,Mouse
Defb19,Ramp2,L,Mouse
Defb22,Ramp2,L,Mouse
Hamp,Ramp2,L,Mouse
Insl6,Ramp2,L,Mouse
Spink8,Ramp2,L,Mouse
Wfdc10,Ramp2,L,Mouse
Wfdc13,Ramp2,L,Mouse
Wfdc9,Ramp2,L,Mouse
Cartpt,Calcr,L,Mouse
Csn1s1,Calcr,L,Mouse
Dand5,Calcr,L,Mouse
Defb48,Calcr,L,Mouse
Defb18,Calcr,L,Mouse
Defb29,Calcr,L,Mouse
Defb19,Calcr,L,Mouse
Defb22,Calcr,L,Mouse
Ecrg4,Calcr,L,Mouse
Hamp,Calcr,L,Mouse
Insl6,Calcr,L,Mouse
Leap2,Calcr,L,Mouse
Ly6g5b,Calcr,L,Mouse
Pate2,Calcr,L,Mouse
Scgb2a2,Calcr,L,Mouse
Scrg1,Calcr,L,Mouse
Spink14,Calcr,L,Mouse
Spink4,Calcr,L,Mouse
Spink8,Calcr,L,Mouse
Wfdc10,Calcr,L,Mouse
Wfdc11,Calcr,L,Mouse
Wfdc13,Calcr,L,Mouse
Wfdc9,Calcr,L,Mouse
Cartpt,Calcrl,L,Mouse
Csn1s1,Calcrl,L,Mouse
Dand5,Calcrl,L,Mouse
Defb48,Calcrl,L,Mouse
Defb29,Calcrl,L,Mouse
Defb19,Calcrl,L,Mouse
Defb22,Calcrl,L,Mouse
Ecrg4,Calcrl,L,Mouse
Hamp,Calcrl,L,Mouse
Insl6,Calcrl,L,Mouse
Leap2,Calcrl,L,Mouse
Ly6g5b,Calcrl,L,Mouse
Pate2,Calcrl,L,Mouse
Scgb2a2,Calcrl,L,Mouse
Scrg1,Calcrl,L,Mouse
Spink14,Calcrl,L,Mouse
Spink4,Calcrl,L,Mouse
Spink8,Calcrl,L,Mouse
Wfdc10,Calcrl,L,Mouse
Wfdc11,Calcrl,L,Mouse
Wfdc13,Calcrl,L,Mouse
Wfdc9,Calcrl,L,Mouse
Cartpt,Gpr3,LR,Mouse
Csn1s1,Gpr3,LR,Mouse
Csn2,Gpr3,LR,Mouse
Cst8,Gpr3,LR,Mouse
Cstl1,Gpr3,LR,Mouse
Defb48,Gpr3,LR,Mouse
Hamp,Gpr3,LR,Mouse
Lalba,Gpr3,LR,Mouse
Leap2,Gpr3,LR,Mouse
Odam,Gpr3,LR,Mouse
Pate2,Gpr3,LR,Mouse
Pate3,Gpr3,LR,Mouse
Pate4,Gpr3,LR,Mouse
Spink14,Gpr3,LR,Mouse
Spink8,Gpr3,LR,Mouse
Wfdc13,Gpr3,LR,Mouse
Wfdc9,Gpr3,LR,Mouse
Cort,Gpr3,R,Mouse
Nppa,Gpr3,R,Mouse
Pomc,Gpr3,R,Mouse
Penk,Gpr3,R,Mouse
Pdyn,Gpr3,R,Mouse
Calca,Gpr3,R,Mouse
Pth,Gpr3,R,Mouse
Gip,Gpr3,R,Mouse
Nppb,Gpr3,R,Mouse
Tac1,Gpr3,R,Mouse
Pmch,Gpr3,R,Mouse
Gal,Gpr3,R,Mouse
Nppc,Gpr3,R,Mouse
Nmu,Gpr3,R,Mouse
Sst,Gpr3,R,Mouse
Cxcl9,Gpr3,R,Mouse
Pnoc,Gpr3,R,Mouse
Tac4,Gpr3,R,Mouse
Npw,Gpr3,R,Mouse
Rln3,Gpr3,R,Mouse
Tac2,Gpr3,R,Mouse
Tshb,Gpr3,R,Mouse
Hebp1,Gpr3,R,Mouse
Ppbp,Gpr3,R,Mouse
Cxcl12,Gpr3,R,Mouse
Cxcl5,Gpr3,R,Mouse
Ccl28,Gpr3,R,Mouse
Cxcl13,Gpr3,R,Mouse
Cxcl10,Gpr3,R,Mouse
Ccl19,Gpr3,R,Mouse
Cbln2,Bmpr1b,L,Mouse
Cbln3,Bmpr1b,L,Mouse
Cbln4,Bmpr1b,L,Mouse
Cbln2,Bmpr2,L,Mouse
Cbln3,Bmpr2,L,Mouse
Cbln4,Bmpr2,L,Mouse
Ccdc3,Itgb6,L,Mouse
Chadl,Itgb4,L,Mouse
Fmod,Itgb4,L,Mouse
Igfals,Itgb4,L,Mouse
Islr,Itgb4,L,Mouse
Lgi3,Itgb4,L,Mouse
Matn4,Itgb4,L,Mouse
Podn,Itgb4,L,Mouse
Podnl1,Itgb4,L,Mouse
Prelp,Itgb4,L,Mouse
Vasn,Itgb4,L,Mouse
Chadl,Itga6,L,Mouse
Fmod,Itga6,L,Mouse
Igfals,Itga6,L,Mouse
Islr,Itga6,L,Mouse
Lgi3,Itga6,L,Mouse
Matn4,Itga6,L,Mouse
Podn,Itga6,L,Mouse
Podnl1,Itga6,L,Mouse
Prelp,Itga6,L,Mouse
Vasn,Itga6,L,Mouse
Chadl,Itga3,L,Mouse
Fmod,Itga3,L,Mouse
Igfals,Itga3,L,Mouse
Islr,Itga3,L,Mouse
Lgi3,Itga3,L,Mouse
Matn4,Itga3,L,Mouse
Podn,Itga3,L,Mouse
Podnl1,Itga3,L,Mouse
Prelp,Itga3,L,Mouse
Vasn,Itga3,L,Mouse
Chadl,Notch2,L,Mouse
Igfals,Notch2,L,Mouse
Chadl,Notch3,L,Mouse
Igfals,Notch3,L,Mouse
Chadl,Fras1,LR,Mouse
Igfals,Fras1,LR,Mouse
Ereg,Fras1,R,Mouse
Dcn,Fras1,R,Mouse
Areg,Fras1,R,Mouse
Lum,Fras1,R,Mouse
Mfap2,Fras1,R,Mouse
Efemp1,Fras1,R,Mouse
Rspo4,Fras1,R,Mouse
Rspo1,Fras1,R,Mouse
Rspo2,Fras1,R,Mouse
Dlk2,Fras1,R,Mouse
Bcan,Fras1,R,Mouse
Lrig1,Fras1,R,Mouse
Rspo3,Fras1,R,Mouse
Dll3,Fras1,R,Mouse
Chad,Fras1,R,Mouse
F9,Fras1,R,Mouse
C1qb,Fras1,R,Mouse
Hpx,Fras1,R,Mouse
Fbln1,Fras1,R,Mouse
Lgals3bp,Fras1,R,Mouse
Fgl1,Fras1,R,Mouse
Npnt,Fras1,R,Mouse
Lama5,Fras1,R,Mouse
Comp,Fras1,R,Mouse
Lamb2,Fras1,R,Mouse
Dlk1,Fras1,R,Mouse
Jag2,Fras1,R,Mouse
Lamc3,Fras1,R,Mouse
Chadl,Megf11,LR,Mouse
Fmod,Megf11,LR,Mouse
Igfals,Megf11,LR,Mouse
Islr,Megf11,LR,Mouse
Lgi3,Megf11,LR,Mouse
Matn4,Megf11,LR,Mouse
Podn,Megf11,LR,Mouse
Podnl1,Megf11,LR,Mouse
Prelp,Megf11,LR,Mouse
Vasn,Megf11,LR,Mouse
Ereg,Megf11,R,Mouse
Dcn,Megf11,R,Mouse
Rbp3,Megf11,R,Mouse
Areg,Megf11,R,Mouse
Btc,Megf11,R,Mouse
Lum,Megf11,R,Mouse
Mfap2,Megf11,R,Mouse
Efemp1,Megf11,R,Mouse
Rspo4,Megf11,R,Mouse
Rspo1,Megf11,R,Mouse
Rspo2,Megf11,R,Mouse
Dlk2,Megf11,R,Mouse
Lrig1,Megf11,R,Mouse
Rspo3,Megf11,R,Mouse
Dll3,Megf11,R,Mouse
Chad,Megf11,R,Mouse
Timp2,Megf11,R,Mouse
Fbln1,Megf11,R,Mouse
Lgals3bp,Megf11,R,Mouse
Npnt,Megf11,R,Mouse
Lama5,Megf11,R,Mouse
Lamb2,Megf11,R,Mouse
Dlk1,Megf11,R,Mouse
Jag2,Megf11,R,Mouse
Lamc3,Megf11,R,Mouse
Lamb3,Megf11,R,Mouse
Dll4,Megf11,R,Mouse
Chadl,Mrc1,LR,Mouse
Fmod,Mrc1,LR,Mouse
Igfals,Mrc1,LR,Mouse
Islr,Mrc1,LR,Mouse
Lgi3,Mrc1,LR,Mouse
Matn4,Mrc1,LR,Mouse
Podn,Mrc1,LR,Mouse
Podnl1,Mrc1,LR,Mouse
Prelp,Mrc1,LR,Mouse
Vasn,Mrc1,LR,Mouse
Ereg,Mrc1,R,Mouse
Areg,Mrc1,R,Mouse
Lum,Mrc1,R,Mouse
Efemp1,Mrc1,R,Mouse
Rspo4,Mrc1,R,Mouse
Rspo1,Mrc1,R,Mouse
Rspo2,Mrc1,R,Mouse
Bcan,Mrc1,R,Mouse
Jam3,Mrc1,R,Mouse
Rspo3,Mrc1,R,Mouse
Chad,Mrc1,R,Mouse
Cubn,Mrc1,R,Mouse
F9,Mrc1,R,Mouse
F10,Mrc1,R,Mouse
Spink1,Mrc1,R,Mouse
Alb,Mrc1,R,Mouse
Gc,Mrc1,R,Mouse
Hpx,Mrc1,R,Mouse
C4bp,Mrc1,R,Mouse
S100a8,Mrc1,R,Mouse
Apoa4,Mrc1,R,Mouse
Lgals1,Mrc1,R,Mouse
Col6a3,Mrc1,R,Mouse
Il1rn,Mrc1,R,Mouse
Fbln1,Mrc1,R,Mouse
Hspa4,Mrc1,R,Mouse
Fbln2,Mrc1,R,Mouse
Lgals3bp,Mrc1,R,Mouse
Dmp1,Mrc1,R,Mouse
Npnt,Mrc1,R,Mouse
Il1f10,Mrc1,R,Mouse
Il36b,Mrc1,R,Mouse
Il36g,Mrc1,R,Mouse
Il36a,Mrc1,R,Mouse
Comp,Mrc1,R,Mouse
Lamb2,Mrc1,R,Mouse
Lamc3,Mrc1,R,Mouse
Lamc1,Mrc1,R,Mouse
Lamb3,Mrc1,R,Mouse
Lamc2,Mrc1,R,Mouse
Dspp,Mrc1,R,Mouse
Chadl,Pear1,LR,Mouse
Igfals,Pear1,LR,Mouse
Ereg,Pear1,R,Mouse
Dcn,Pear1,R,Mouse
Areg,Pear1,R,Mouse
Lum,Pear1,R,Mouse
Mfap2,Pear1,R,Mouse
Efemp1,Pear1,R,Mouse
Rspo4,Pear1,R,Mouse
Rspo1,Pear1,R,Mouse
Rspo2,Pear1,R,Mouse
Dlk2,Pear1,R,Mouse
Lrig1,Pear1,R,Mouse
Rspo3,Pear1,R,Mouse
Dll3,Pear1,R,Mouse
Chad,Pear1,R,Mouse
Hpx,Pear1,R,Mouse
Fbln1,Pear1,R,Mouse
Lgals3bp,Pear1,R,Mouse
Npnt,Pear1,R,Mouse
Dlk1,Pear1,R,Mouse
Jag2,Pear1,R,Mouse
Dll4,Pear1,R,Mouse
Chadl,Stab1,LR,Mouse
Fmod,Stab1,LR,Mouse
Igfals,Stab1,LR,Mouse
Islr,Stab1,LR,Mouse
Lgi3,Stab1,LR,Mouse
Matn4,Stab1,LR,Mouse
Podn,Stab1,LR,Mouse
Podnl1,Stab1,LR,Mouse
Prelp,Stab1,LR,Mouse
Vasn,Stab1,LR,Mouse
Ereg,Stab1,R,Mouse
Dcn,Stab1,R,Mouse
Areg,Stab1,R,Mouse
Lum,Stab1,R,Mouse
Efemp1,Stab1,R,Mouse
Rspo4,Stab1,R,Mouse
Rspo1,Stab1,R,Mouse
Rspo2,Stab1,R,Mouse
Bcan,Stab1,R,Mouse
Lrig1,Stab1,R,Mouse
Rspo3,Stab1,R,Mouse
Dll3,Stab1,R,Mouse
Chad,Stab1,R,Mouse
Cubn,Stab1,R,Mouse
F9,Stab1,R,Mouse
F10,Stab1,R,Mouse
C1qb,Stab1,R,Mouse
Alb,Stab1,R,Mouse
Gc,Stab1,R,Mouse
Hpx,Stab1,R,Mouse
C4bp,Stab1,R,Mouse
Fbln1,Stab1,R,Mouse
Lgals3bp,Stab1,R,Mouse
Npnt,Stab1,R,Mouse
Lama5,Stab1,R,Mouse
Comp,Stab1,R,Mouse
Lamb2,Stab1,R,Mouse
Dlk1,Stab1,R,Mouse
Jag2,Stab1,R,Mouse
Lamc3,Stab1,R,Mouse
Lrig2,Stab1,R,Mouse
Lamc1,Stab1,R,Mouse
Lama2,Stab1,R,Mouse
Lama1,Stab1,R,Mouse
Fbn1,Stab1,R,Mouse
Jag1,Stab1,R,Mouse
Col16a1,Stab1,R,Mouse
Lamb3,Stab1,R,Mouse
Lamc2,Stab1,R,Mouse
Lama3,Stab1,R,Mouse
Dll4,Stab1,R,Mouse
Clpsl2,Ltb4r2,LR,Mouse
Csn1s1,Ltb4r2,LR,Mouse
Csn2,Ltb4r2,LR,Mouse
Cst8,Ltb4r2,LR,Mouse
Cstl1,Ltb4r2,LR,Mouse
Defb13,Ltb4r2,LR,Mouse
Defb48,Ltb4r2,LR,Mouse
Defb19,Ltb4r2,LR,Mouse
Defb22,Ltb4r2,LR,Mouse
Defb43,Ltb4r2,LR,Mouse
Defb22,Ltb4r2,LR,Mouse
Defb30,Ltb4r2,LR,Mouse
Defb42,Ltb4r2,LR,Mouse
Hamp,Ltb4r2,LR,Mouse
Lalba,Ltb4r2,LR,Mouse
Leap2,Ltb4r2,LR,Mouse
Ly6g5b,Ltb4r2,LR,Mouse
Lyzl1,Ltb4r2,LR,Mouse
Lyzl6,Ltb4r2,LR,Mouse
Odam,Ltb4r2,LR,Mouse
Pate2,Ltb4r2,LR,Mouse
Pate3,Ltb4r2,LR,Mouse
Pate4,Ltb4r2,LR,Mouse
Scgb2a2,Ltb4r2,LR,Mouse
Scrg1,Ltb4r2,LR,Mouse
Spink13,Ltb4r2,LR,Mouse
Spink14,Ltb4r2,LR,Mouse
Spink4,Ltb4r2,LR,Mouse
Spink8,Ltb4r2,LR,Mouse
Spint3,Ltb4r2,LR,Mouse
Wfdc10,Ltb4r2,LR,Mouse
Wfdc11,Ltb4r2,LR,Mouse
Wfdc13,Ltb4r2,LR,Mouse
Wfdc9,Ltb4r2,LR,Mouse
Cort,Ltb4r2,R,Mouse
Nppa,Ltb4r2,R,Mouse
Penk,Ltb4r2,R,Mouse
Pdyn,Ltb4r2,R,Mouse
Calca,Ltb4r2,R,Mouse
Pth,Ltb4r2,R,Mouse
Gcg,Ltb4r2,R,Mouse
Vip,Ltb4r2,R,Mouse
Gip,Ltb4r2,R,Mouse
Sct,Ltb4r2,R,Mouse
Nps,Ltb4r2,R,Mouse
Calcb,Ltb4r2,R,Mouse
Iapp,Ltb4r2,R,Mouse
Nppb,Ltb4r2,R,Mouse
Tac1,Ltb4r2,R,Mouse
Pmch,Ltb4r2,R,Mouse
Gal,Ltb4r2,R,Mouse
Nppc,Ltb4r2,R,Mouse
Nmu,Ltb4r2,R,Mouse
Sst,Ltb4r2,R,Mouse
Cxcl9,Ltb4r2,R,Mouse
Pnoc,Ltb4r2,R,Mouse
Nms,Ltb4r2,R,Mouse
Tac4,Ltb4r2,R,Mouse
Rln3,Ltb4r2,R,Mouse
Tac2,Ltb4r2,R,Mouse
Avp,Ltb4r2,R,Mouse
Cga,Ltb4r2,R,Mouse
Tshb,Ltb4r2,R,Mouse
Defb14,Ltb4r2,R,Mouse
Defb14,Ltb4r2,R,Mouse
Ccl28,Ltb4r2,R,Mouse
Cxcl13,Ltb4r2,R,Mouse
Cxcl10,Ltb4r2,R,Mouse
Ccl20,Ltb4r2,R,Mouse
Ghrh,Ltb4r2,R,Mouse
Ccl24,Ltb4r2,R,Mouse
Rln1,Ltb4r2,R,Mouse
Ccl2,Ltb4r2,R,Mouse
Ccl19,Ltb4r2,R,Mouse
Insl5,Ltb4r2,R,Mouse
Ccl3,Ltb4r2,R,Mouse
Csn1s1,Glp2r,L,Mouse
Csn2,Glp2r,L,Mouse
Defb22,Glp2r,L,Mouse
Hamp,Glp2r,L,Mouse
Odam,Glp2r,L,Mouse
Scgb1c1,Glp2r,L,Mouse
Scgb2a2,Glp2r,L,Mouse
Scrg1,Glp2r,L,Mouse
Csn1s1,Chrm1,L,Mouse
Csn2,Chrm1,L,Mouse
Hamp,Chrm1,L,Mouse
Odam,Chrm1,L,Mouse
Csn1s1,Adra2b,L,Mouse
Csn2,Adra2b,L,Mouse
Hamp,Adra2b,L,Mouse
Odam,Adra2b,L,Mouse
Csn1s1,S1pr1,L,Mouse
Csn1s1,Ednrb,L,Mouse
Csn2,Ednrb,L,Mouse
Hamp,Ednrb,L,Mouse
Odam,Ednrb,L,Mouse
Csn1s1,Ednra,L,Mouse
Csn2,Ednra,L,Mouse
Hamp,Ednra,L,Mouse
Odam,Ednra,L,Mouse
Csn1s1,Adora1,L,Mouse
Csn2,Adora1,L,Mouse
Hamp,Adora1,L,Mouse
Odam,Adora1,L,Mouse
Csn1s1,Sstr2,L,Mouse
Csn2,Sstr2,L,Mouse
Defb48,Sstr2,L,Mouse
Hamp,Sstr2,L,Mouse
Odam,Sstr2,L,Mouse
Csn1s1,Oprk1,L,Mouse
Csn2,Oprk1,L,Mouse
Defb48,Oprk1,L,Mouse
Hamp,Oprk1,L,Mouse
Odam,Oprk1,L,Mouse
Csn1s1,Ptgir,L,Mouse
Csn1s1,Gcgr,L,Mouse
Csn2,Gcgr,L,Mouse
Hamp,Gcgr,L,Mouse
Odam,Gcgr,L,Mouse
Csn1s1,Mtnr1b,L,Mouse
Csn2,Mtnr1b,L,Mouse
Hamp,Mtnr1b,L,Mouse
Odam,Mtnr1b,L,Mouse
Csn1s1,Grm3,L,Mouse
Csn2,Grm3,L,Mouse
Hamp,Grm3,L,Mouse
Odam,Grm3,L,Mouse
Sdcbp,Grm3,L,Mouse
Csn1s1,Grm4,L,Mouse
Csn2,Grm4,L,Mouse
Odam,Grm4,L,Mouse
Csn1s1,Ghsr,L,Mouse
Csn2,Ghsr,L,Mouse
Defb48,Ghsr,L,Mouse
Hamp,Ghsr,L,Mouse
Odam,Ghsr,L,Mouse
Csn1s1,S1pr3,L,Mouse
Csn1s1,Gpr20,L,Mouse
Defb48,Gpr20,L,Mouse
Defb19,Gpr20,L,Mouse
Hamp,Gpr20,L,Mouse
Odam,Gpr20,L,Mouse
Pate2,Gpr20,L,Mouse
Wfdc9,Gpr20,L,Mouse
Csn1s1,Adra2c,LR,Mouse
Csn2,Adra2c,LR,Mouse
