LRDB,Random
0.007653061224489796,0.007227460724132186
0.24765310864050358,0.007707429953095297
0.19934772829509675,0.008527493792562468
0.38461538461538464,0.00549055519643755
0.34446442990560633,0.007756232254171782
0.2414344241616969,0.007848527875302767
0.37712121212121213,0.007848527875302767
0.7555555555555555,0.007873194343782579
0.25831064438207296,0.008931286784674536
0.273289598473422,0.008252812419535304
0.20563909774436087,0.008403889747736497
0.13043478260869565,0.00549055519643755
0.13043478260869565,0.00549055519643755
0.20704249805412794,0.006881645027658959
0.13043478260869565,0.00549055519643755
0.600957062522,0.009111182180487287
0.0,0.00549055519643755
0.0,0.00549055519643755
0.13043478260869565,0.00549055519643755
0.21652627241358866,0.008456285083823638
0.3816581790383588,0.008594079792861618
0.6053679229638346,0.009111182180487287
0.09323232323232324,0.006914006825074933
0.0,0.00549055519643755
0.007936507936507936,0.008403889747736497
0.06666666666666667,0.007873194343782579
0.02142857142857143,0.006881645027658959
0.0,0.00549055519643755
0.0,0.00549055519643755
0.025641025641025644,0.007873194343782579
0.30352303523035234,0.008403889747736497
0.6070460704607047,0.007873194343782579
0.0,0.00549055519643755
0.027777777777777776,0.007873194343782579
0.0,0.00549055519643755
0.0,0.00549055519643755
0.12333333333333334,0.008403889747736497
0.2,0.00549055519643755
0.05185185185185185,0.008403889747736497
0.16666666666666666,0.008403889747736497
0.0,0.00549055519643755
0.2740740740740741,0.007873194343782579
0.45553902116402123,0.007826604633975045
0.40183629007158417,0.008259135067900469
0.3311375661375662,0.008931286784674536
0.6,0.007873194343782579
1.0,0.00549055519643755
0.14285714285714285,0.00549055519643755
0.022302350427350428,0.007873194343782579
0.11428571428571428,0.007873194343782579
0.18438654841093866,0.006881645027658959
0.34876945833278367,0.007227460724132186
0.9615384615384617,0.008403889747736497
0.017743275371251945,0.0077357551214196395
0.0,0.00549055519643755
0.0,0.00549055519643755
0.2795823154137634,0.007730132617327274
0.3545876081590367,0.00621597017729212
0.17605883174064993,0.007650123806188288
0.23261387485544058,0.008252812419535304
0.12590702947845805,0.00621597017729212
0.18898832789833375,0.007707429953095297
0.06666666666666667,0.006914006825074933
0.75,0.00549055519643755
0.08678571428571429,0.006881645027658959
0.16666666666666666,0.00549055519643755
0.125,0.007873194343782579
0.3333333333333333,0.007873194343782579
0.08333333333333333,0.00549055519643755
0.0,0.00549055519643755
0.0,0.00549055519643755
0.0,0.00549055519643755
0.0,0.00549055519643755
0.0,0.00549055519643755
0.0,0.00549055519643755
0.1095881301238444,0.007227460724132186
0.46120258310660783,0.008403889747736497
0.46120258310660783,0.008403889747736497
0.0,0.006881645027658959
0.0,0.008403889747736497
0.019036674611365014,0.009130341569095564
0.023809523809523808,0.007873194343782579
0.2924635719075864,0.0077357551214196395
0.14285714285714285,0.00549055519643755
0.6666666666666666,0.00549055519643755
0.0,0.00549055519643755
0.009009009009009009,0.007873194343782579
0.020833333333333332,0.007873194343782579
0.0,0.007873194343782579
0.15852224698378545,0.007730132617327274
0.0,0.00549055519643755
0.3,0.008403889747736497
0.0,0.007873194343782579
0.0,0.00549055519643755
0.0,0.00549055519643755
0.0,0.00549055519643755
0.0,0.00549055519643755
0.4,0.00549055519643755
0.05882352941176471,0.007873194343782579
0.04824103099965169,0.008403889747736497
1.0,0.00549055519643755
0.014285714285714284,0.006914006825074933
0.0,0.00549055519643755
0.16399145299145299,0.006914006825074933
0.37286324786324787,0.008403889747736497
0.023809523809523808,0.008403889747736497
0.047619047619047616,0.007873194343782579
0.14285714285714285,0.00549055519643755
0.42820932722248517,0.0077357551214196395
0.34312301733354367,0.007756232254171782
0.23278716756783002,0.007974030521398966
0.01645502645502645,0.00621597017729212
0.013492063492063493,0.006914006825074933
0.2731364468864469,0.006881645027658959
0.23076923076923078,0.00549055519643755
0.100765617946152,0.007826604633975045
0.6666666666666666,0.007873194343782579
0.6666666666666666,0.007873194343782579
1.0,0.00549055519643755
0.0,0.00549055519643755
0.40193432298695453,0.008403889747736497
0.24116059379217272,0.006881645027658959
0.023329448149201903,0.008421935251771017
0.2154392365153643,0.007227460724132186
0.8472727272727273,0.006881645027658959
0.8472727272727273,0.006881645027658959
0.8472727272727273,0.006881645027658959
0.4510822510822511,0.00621597017729212
0.44644016697588124,0.007227460724132186
0.8472727272727273,0.006881645027658959
0.38678107606679035,0.007227460724132186
0.41348826611984507,0.00621597017729212
0.8472727272727273,0.006881645027658959
0.43117519735166787,0.006914006825074933
0.11190982926111188,0.007227460724132186
0.3419846965899597,0.008403889747736497
0.2784090909090909,0.008403889747736497
0.33617180524522405,0.00621597017729212
0.0,0.007873194343782579
0.16018504155398616,0.008252812419535304
0.2925836181050085,0.007848527875302767
0.23825915893223581,0.007730132617327274
