LRDB,Random
0.02,0.0007692307692307687
0.0,0.0007692307692307687
0.2206195770750703,0.004443656114708745
0.014932266268529096,0.005210497499450431
0.10736723968618818,0.004443656114708745
0.22220392539977984,0.005079962028971918
0.017235676106249678,0.005948310866501411
0.060504766369745264,0.005079962028971918
0.17258258067104698,0.005079962028971918
0.5511985301066306,0.0052360369941658255
0.0,0.005369474061664456
0.506982256781326,0.005091553451331977
0.5914792995782137,0.0052360369941658255
0.050721500721500716,0.006237138177349326
0.02302211472011442,0.004690265184532647
0.38888888888888884,0.005369474061664456
0.10027113748256922,0.005948310866501411
0.0,0.004443656114708745
0.09477911646586346,0.005369474061664456
0.4,0.0007692307692307687
0.4,0.0007692307692307687
0.0,0.0007692307692307687
0.33987997817785054,0.004443656114708745
0.0,0.0007692307692307687
0.05128205128205128,0.0007692307692307687
0.12137095383154098,0.005948310866501411
0.4613935133801948,0.005369474061664456
0.14933793345678592,0.005369474061664456
0.26929552503322995,0.004443656114708745
0.26929552503322995,0.004443656114708745
0.04345139036411238,0.005204207905230178
0.26929552503322995,0.004443656114708745
0.09865420372845639,0.005079962028971918
0.03652985722429076,0.005204207905230178
0.017227533873391872,0.005302212564786595
0.14893617021276595,0.0007692307692307687
0.0,0.004443656114708745
0.0,0.0007692307692307687
0.2206195770750703,0.004443656114708745
0.6547619047619048,0.005369474061664456
0.18154761904761904,0.005948310866501411
0.3635519791678475,0.005506384272510921
0.13968253968253969,0.005506384272510921
0.0,0.0007692307692307687
0.11428571428571428,0.005079962028971918
0.08240829346092504,0.005369474061664456
0.7925925925925926,0.004443656114708745
0.280468842794696,0.004690265184532647
0.5329549980087614,0.005369474061664456
0.16595358083375222,0.0062153752485507975
0.4708578804982216,0.005369474061664456
0.31973856209150325,0.005079962028971918
0.5328976034858388,0.005369474061664456
0.32685671011350964,0.004690265184532647
0.3036307037231023,0.005055327386724305
0.7925925925925926,0.004443656114708745
0.3962962962962963,0.005369474061664456
0.2852529782598619,0.005369474061664456
0.0,0.005369474061664456
0.0,0.004443656114708745
0.0,0.0007692307692307687
0.048240646857265056,0.005204207905230178
0.28888888888888886,0.004443656114708745
0.16666666666666666,0.0007692307692307687
0.0,0.004443656114708745
0.2868000936223546,0.005079962028971918
0.5914792995782137,0.0052360369941658255
0.5914792995782138,0.0052360369941658255
0.1496291823606983,0.004767451955758883
0.49750897529292637,0.005294651063859056
0.4314243440214032,0.005217633489528152
0.020089476013824187,0.006653452929643391
0.010567632850241546,0.005369474061664456
0.0,0.0007692307692307687
0.21788787151109398,0.005948310866501411
0.22579203550969604,0.006653452929643391
0.36304140786749484,0.005079962028971918
0.5555555555555556,0.0007692307692307687
0.14548087236725185,0.005948310866501411
0.10645502645502647,0.005369474061664456
0.2503480924533556,0.004443656114708745
0.1760045530773453,0.006653452929643391
0.22851804750246105,0.006653452929643391
0.33197854236034036,0.005079962028971918
0.24162821142027555,0.005055327386724305
0.09375,0.004443656114708745
