ligand,receptor,pred,l3,type
ABHD18,FFAR3,0.840537428855896,0.11025011149453864,LR
ABHD18,FFAR4,0.8745291829109192,0.34424986481064807,LR
ABHD18,FRAS1,0.6181695461273193,0.0,LR
ABHD18,GPER1,0.977516770362854,0.6677228171022844,LR
ABHD18,GPR12,0.9302753210067748,0.022463709151618078,LR
ABHD18,GPR132,0.82622891664505,0.21302711041689315,LR
ABHD18,GPR139,0.6270979642868042,0.18719305725695357,LR
ABHD18,GPR15,0.8609733581542969,0.18719305725695357,LR
ABHD18,GPR17,0.8398430943489075,0.21302711041689315,LR
ABHD18,GPR174,0.8366897702217102,0.16598531288455606,LR
ABHD18,GPR183,0.7791435122489929,0.16598531288455606,LR
ABHD18,GPR3,0.9516552686691284,0.16335515867038744,LR
ABHD18,GPR34,0.7698649764060974,0.16598531288455606,LR
ABHD18,GPR4,0.842796266078949,0.24020992233308391,LR
ABHD18,GPR6,0.9036615490913392,0.34368107330041536,LR
ABHD18,GPR83,0.902474045753479,0.3667135739622661,LR
ABHD18,GPR87,0.8870705962181091,0.2388611635768327,LR
ABHD18,GRM2,0.9318761229515076,0.4171169506274808,LR
ABHD18,GRM6,0.937460958957672,0.22290262721386644,LR
ABHD18,GRM8,0.932372748851776,0.13290015686015982,LR
ABHD18,IGDCC3,0.6053738594055176,0.0,LR
ABHD18,IGDCC4,0.6153383851051331,0.0,LR
ABHD18,IGSF9,0.6783418655395508,0.0,LR
ABHD18,IGSF9B,0.6065632104873657,0.0,LR
ABHD18,INSRR,0.9719846844673156,0.13212469715664824,LR
ABHD18,KCNH5,0.1838200688362121,0.0,LR
ABHD18,KCNH7,0.1393545418977737,0.0,LR
ABHD18,KIR2DL2,0.0538640990853309,0.0,LR
ABHD18,KIR2DL5A,0.046115469187498,0.0,LR
ABHD18,KIR2DL5B,0.0412512645125389,0.0,LR
ABHD18,KIR2DS1,0.0663263723254203,0.0,LR
ABHD18,KIR2DS2,0.0787663534283638,0.0,LR
ABHD18,KIR2DS3,0.0741370543837547,0.0,LR
ABHD18,KIR2DS4,0.0683915838599205,0.0,LR
ABHD18,KIR2DS5,0.0732705220580101,0.0,LR
ABHD18,KIR3DL3,0.0862383991479873,0.0,LR
ABHD18,KIR3DS1,0.1218891069293022,0.0,LR
ABHD18,KLRC3,0.0082169407978653,0.0,LR
ABHD18,LAIR1,0.0986224338412284,0.0,LR
ABHD18,LAMP2,0.7469045519828796,0.0,LR
ABHD18,LILRA6,0.3695949614048004,0.0,LR
ABHD18,LILRB3,0.2018536031246185,0.0,LR
ABHD18,LILRB4,0.0461324006319046,0.0,LR
ABHD18,LILRB5,0.2383729666471481,0.0,LR
ABHD18,LPAR5,0.8251661658287048,0.24020992233308391,LR
ABHD18,LRP1B,0.9706738591194152,0.0,LR
ABHD18,LRRC25,0.5576731562614441,0.0,LR
ABHD18,LTB4R,0.8328775763511658,0.21437586917314433,LR
ABHD18,LTB4R2,0.811980664730072,0.3793147587943175,LR
ABHD18,LTK,0.8366597294807434,0.0,LR
ABHD18,LY75,0.7536408305168152,0.0,LR
ABHD18,MEGF11,0.7607430219650269,0.0,LR
ABHD18,MEGF8,0.5864943861961365,0.0,LR
ABHD18,MILR1,0.1478529572486877,0.0,LR
ABHD18,MRC1,0.6979170441627502,0.0,LR
ABHD18,NCAM2,0.6881991624832153,0.0,LR
ABHD18,NCR1,0.1093985512852668,0.0,LR
ABHD18,NFASC,0.9080808162689208,0.0,LR
ABHD18,NLGN4X,0.6259246468544006,0.0,LR
ABHD18,NLGN4Y,0.6257574558258057,0.0,LR
ABHD18,NPY4R2,0.8400856256484985,0.21302711041689315,LR
ABHD18,OPN3,0.6881930232048035,0.1641605565951028,LR
ABHD18,OPN4,0.8284278512001038,0.0,LR
ABHD18,P2RY1,0.9473154544830322,0.517739943034075,LR
ABHD18,P2RY10,0.8128456473350525,0.10404821663373066,LR
ABHD18,P2RY11,0.6721158623695374,0.18719305725695357,LR
ABHD18,P2RY2,0.9088920950889589,0.4828541230740734,LR
ABHD18,P2RY4,0.9317219853401184,0.5921417244422311,LR
ABHD18,P2RY6,0.8191971778869629,0.29540476807342747,LR
ABHD18,P2RY8,0.9311132431030272,0.4828541230740734,LR
ABHD18,PEAR1,0.7191348671913147,0.0,LR
ABHD18,PRTG,0.7608232498168945,0.0,LR
ABHD18,PTAFR,0.8118471503257751,0.16598531288455606,LR
ABHD18,PTGFR,0.927729070186615,0.0,LR
ABHD18,PTPRD,0.8157172799110413,0.0,LR
ABHD18,ROBO3,0.7101344466209412,0.0,LR
ABHD18,S1PR2,0.9723492860794068,0.33044369777605415,LR
ABHD18,SDK1,0.8093913197517395,0.0,LR
ABHD18,SDK2,0.8278129696846008,0.0,LR
ABHD18,SEMA5B,0.71365886926651,0.0,LR
ABHD18,SEMA6B,0.7055382132530212,0.0,LR
ABHD18,SLAMF7,0.1081487983465194,0.0,LR
ABHD18,STAB1,0.6094962358474731,0.0,LR
ABHD18,SULF1,0.8398119807243347,0.0,LR
ABHD18,SULF2,0.8646386861801147,0.0,LR
ABHD18,SUSD1,0.8182239532470703,0.0,LR
ABHD18,SUSD5,0.6697546243667603,0.0,LR
ABHD18,TARM1,0.1445010304450988,0.0,LR
ABHD18,THSD7B,0.6415673494338989,0.0,LR
ABHD18,TLR10,0.9645784497261048,0.09673573599995207,LR
ABHD18,VSIG10L2,0.6509751677513123,0.0,LR
ACRBP,ADGRB3,0.1431796699762344,0.0,LR
ACRBP,ADGRE1,0.9161324501037598,0.0,LR
ACRBP,ADGRL3,0.6391169428825378,0.0,LR
ACRBP,ADRA1B,0.5804699659347534,0.0,LR
ACRBP,ADRA2C,0.4996845424175262,0.0,LR
ACRBP,ADRB1,0.366671472787857,0.0,LR
ACRBP,ATRNL1,0.926754593849182,0.020211302086361082,LR
ACRBP,CACNA2D2,0.611560583114624,0.0,LR
ACRBP,CACNA2D3,0.5868938565254211,0.0,LR
ACRBP,CACNA2D4,0.4231200814247131,0.0,LR
ACRBP,CADM2,0.638250470161438,0.0,LR
ACRBP,CASR,0.7537382245063782,0.0,LR
ACRBP,CD180,0.9888172149658204,0.09096973770633782,LR
ACRBP,CD244,0.6359279155731201,0.0,LR
ACRBP,CDHR5,0.9330785870552064,0.05521830418706132,LR
ACRBP,CHRM2,0.7867265343666077,0.0,LR
ACRBP,CHRM4,0.3731041550636291,0.0,LR
ACRBP,CHRM5,0.6830067038536072,0.0,LR
ACRBP,CLEC12B,0.6352832913398743,0.0,LR
ACRBP,CLEC1A,0.8436028361320496,0.0,LR
ACRBP,CLEC1B,0.7830525040626526,0.0,LR
ACRBP,CLEC4A,0.3240043222904205,0.0,LR
ACRBP,CLEC5A,0.7077387571334839,0.0,LR
ACRBP,CLEC7A,0.706930935382843,0.0,LR
ACRBP,CLEC9A,0.7321858406066895,0.0,LR
ACRBP,CNGA1,0.0071583543904125,0.0,LR
ACRBP,CNGA3,0.0073207854293286,0.0,LR
ACRBP,CNTN5,0.3564765751361847,0.0,LR
ACRBP,CNTN6,0.7070003151893616,0.0,LR
ACRBP,CRELD1,0.9394762516021729,0.0,LR
ACRBP,CYSLTR2,0.7195754647254944,0.0,LR
ACRBP,DNER,0.8403934240341187,0.0,LR
ACRBP,DRD1,0.4996431767940521,0.0,LR
ACRBP,DRD3,0.6577312350273132,0.0,LR
ACRBP,DRD5,0.5395408868789673,0.0,LR
ACRBP,DSCAML1,0.225443348288536,0.0,LR
ACRBP,ELAPOR1,0.8188126087188721,0.0,LR
ACRBP,ELAPOR2,0.8849404454231262,0.0,LR
ACRBP,FCGR2B,0.5812838077545166,0.0,LR
ACRBP,FCGR2C,0.6774637699127197,0.0,LR
ACRBP,FCRL3,0.7134523987770081,0.0,LR
ACRBP,FCRL5,0.6278654932975769,0.0,LR
ACRBP,FCRL6,0.8427790403366089,0.0,LR
ACRBP,FFAR3,0.8895843625068665,0.0,LR
ACRBP,FFAR4,0.7782516479492188,0.0,LR
ACRBP,FRAS1,0.9418625235557556,0.06378899736767707,LR
ACRBP,GPER1,0.9617728590965272,0.0,LR
ACRBP,GPR12,0.6271678805351257,0.0,LR
ACRBP,GPR132,0.7822809219360352,0.0,LR
ACRBP,GPR139,0.4538268446922302,0.0,LR
ACRBP,GPR15,0.703192949295044,0.0,LR
ACRBP,GPR17,0.8298850655555725,0.0,LR
ACRBP,GPR174,0.7502655982971191,0.0,LR
ACRBP,GPR183,0.6956647634506226,0.0,LR
ACRBP,GPR3,0.8103559017181396,0.0,LR
ACRBP,GPR34,0.7643163800239563,0.0,LR
ACRBP,GPR4,0.839531421661377,0.0,LR
ACRBP,GPR6,0.6973356008529663,0.0,LR
ACRBP,GPR83,0.6953813433647156,0.0,LR
ACRBP,GPR87,0.8133702874183655,0.0,LR
ACRBP,GRM2,0.8933869004249573,0.0,LR
ACRBP,GRM6,0.8654968738555908,0.0,LR
ACRBP,GRM8,0.8379328846931458,0.0,LR
ACRBP,IGDCC3,0.5681949853897095,0.0,LR
ACRBP,IGDCC4,0.4983499348163605,0.0,LR
ACRBP,IGSF9,0.6234456300735474,0.0,LR
ACRBP,IGSF9B,0.2724547982215881,0.0,LR
ACRBP,INSRR,0.9858249425888062,0.5135519271518499,LR
ACRBP,KCNH5,0.0045253224670886,0.0,LR
ACRBP,KCNH7,0.0030264002270996,0.0,LR
ACRBP,KIR2DL2,0.2430636286735534,0.0,LR
ACRBP,KIR2DL5A,0.2036441266536712,0.0,LR
ACRBP,KIR2DL5B,0.1759484261274337,0.0,LR
ACRBP,KIR2DS1,0.2417362630367279,0.0,LR
ACRBP,KIR2DS2,0.2801401615142822,0.0,LR
ACRBP,KIR2DS3,0.2668293714523315,0.0,LR
ACRBP,KIR2DS4,0.2535392940044403,0.0,LR
ACRBP,KIR2DS5,0.2655981481075287,0.0,LR
ACRBP,KIR3DL3,0.3091673552989959,0.0,LR
ACRBP,KIR3DS1,0.42829629778862,0.0,LR
ACRBP,KLRC3,0.0706680417060852,0.0,LR
ACRBP,LAIR1,0.3606050908565521,0.0,LR
ACRBP,LAMP2,0.970690667629242,0.020211302086361082,LR
ACRBP,LILRA6,0.7987114787101746,0.0,LR
ACRBP,LILRB3,0.6641510725021362,0.0,LR
ACRBP,LILRB4,0.2319181859493255,0.0,LR
ACRBP,LILRB5,0.7081236243247986,0.0,LR
ACRBP,LPAR5,0.8357939124107361,0.0,LR
ACRBP,LRP1B,0.980968415737152,0.6655332584998225,LR
ACRBP,LRRC25,0.945239782333374,0.0,LR
ACRBP,LTB4R,0.8090032339096069,0.0,LR
ACRBP,LTB4R2,0.8555418848991394,0.0,LR
ACRBP,LTK,0.9076727628707886,0.0,LR
ACRBP,LY75,0.9676844477653505,0.020211302086361082,LR
ACRBP,MEGF11,0.9036779403686525,0.08854268594209393,LR
ACRBP,MEGF8,0.9093395471572876,0.0,LR
ACRBP,MILR1,0.7152007222175598,0.0,LR
ACRBP,MRC1,0.9382727742195128,0.1491525081843642,LR
ACRBP,NCAM2,0.4566651284694671,0.0,LR
ACRBP,NCR1,0.4378922581672668,0.0,LR
ACRBP,NFASC,0.7640860676765442,0.15551754372204224,LR
ACRBP,NLGN4X,0.2007554471492767,0.0,LR
ACRBP,NLGN4Y,0.2099188268184662,0.0,LR
ACRBP,NPY4R2,0.6423506140708923,0.0,LR
ACRBP,OPN3,0.4716971814632416,0.0,LR
ACRBP,OPN4,0.7148336172103882,0.0,LR
ACRBP,P2RY1,0.8988069891929626,0.0,LR
ACRBP,P2RY10,0.7000783681869507,0.0,LR
ACRBP,P2RY11,0.7409669756889343,0.0,LR
ACRBP,P2RY2,0.842380702495575,0.0,LR
ACRBP,P2RY4,0.9286442399024964,0.0,LR
ACRBP,P2RY6,0.8511344194412231,0.0,LR
ACRBP,P2RY8,0.9014127254486084,0.0,LR
ACRBP,PEAR1,0.9434189796447754,0.020211302086361082,LR
ACRBP,PRTG,0.4545449912548065,0.0,LR
ACRBP,PTAFR,0.7286915183067322,0.0,LR
ACRBP,PTGFR,0.7807235717773438,0.0,LR
ACRBP,PTPRD,0.4570387601852417,0.020211302086361082,LR
ACRBP,ROBO3,0.5388368368148804,0.0,LR
ACRBP,S1PR2,0.8650355935096741,0.0,LR
ACRBP,SDK1,0.6048913598060608,0.1058805845145666,LR
ACRBP,SDK2,0.5548980236053467,0.1058805845145666,LR
ACRBP,SEMA5B,0.8808922171592712,0.043577695281315984,LR
ACRBP,SEMA6B,0.6130948662757874,0.0,LR
ACRBP,SLAMF7,0.6460148692131042,0.0,LR
ACRBP,STAB1,0.9353793263435364,0.21527823439715937,LR
ACRBP,SULF1,0.6472020745277405,0.0,LR
ACRBP,SULF2,0.6829591989517212,0.0,LR
ACRBP,SUSD1,0.98249614238739,0.0,LR
ACRBP,SUSD5,0.7204155921936035,0.0,LR
ACRBP,TARM1,0.5909872055053711,0.0,LR
ACRBP,THSD7B,0.8639697432518005,0.0,LR
ACRBP,TLR10,0.9880110621452332,0.03834824944236852,LR
ACRBP,VSIG10L2,0.8791068196296692,0.0,LR
ADA2,ADGRB3,0.3336897194385528,0.0,LR
ADA2,ADGRE1,0.8535802960395813,0.0,LR
ADA2,ADGRL3,0.8497408032417297,0.0,LR
ADA2,ADRA1B,0.9052955508232116,0.500727907580452,LR
ADA2,ADRA2C,0.8559691309928894,0.500727907580452,LR
ADA2,ADRB1,0.7974668741226196,0.3397394922869914,LR
ADA2,ATRNL1,0.8821186423301697,0.0,LR
ADA2,CACNA2D2,0.8862606883049011,0.0,LR
ADA2,CACNA2D3,0.9100905060768129,0.0,LR
ADA2,CACNA2D4,0.8431906700134277,0.0,LR
ADA2,CADM2,0.7462489008903503,0.0,LR
ADA2,CASR,0.8391224145889282,0.22556147068222135,LR
ADA2,CD180,0.9792590141296388,0.19521804917672278,LR
ADA2,CD244,0.1830119639635086,0.0,LR
ADA2,CDHR5,0.7985886335372925,0.0,LR
ADA2,CHRM2,0.9628461003303528,0.5007279075804519,LR
ADA2,CHRM4,0.8866600394248962,0.0,LR
ADA2,CHRM5,0.9173388481140136,0.260223690604784,LR
ADA2,CLEC12B,0.3370579183101654,0.0,LR
ADA2,CLEC1A,0.5614692568778992,0.0,LR
ADA2,CLEC1B,0.4611780941486358,0.0,LR
ADA2,CLEC4A,0.1342243552207946,0.0,LR
ADA2,CLEC5A,0.4042714238166809,0.0,LR
ADA2,CLEC7A,0.3725977540016174,0.0,LR
ADA2,CLEC9A,0.3899924457073211,0.0,LR
ADA2,CNGA1,0.0348848029971122,0.0,LR
ADA2,CNGA3,0.0295206382870674,0.0,LR
ADA2,CNTN5,0.635226845741272,0.0,LR
ADA2,CNTN6,0.8223849534988403,0.0,LR
ADA2,CRELD1,0.9140049815177916,0.0,LR
ADA2,CYSLTR2,0.8914944529533386,0.0,LR
ADA2,DNER,0.8190412521362305,0.0,LR
ADA2,DRD1,0.9232290983200072,0.33028780294196325,LR
ADA2,DRD3,0.9424096345901488,0.5777110022624106,LR
ADA2,DRD5,0.9405915141105652,0.5777110022624106,LR
ADA2,DSCAML1,0.5640820860862732,0.0,LR
ADA2,ELAPOR1,0.7388051152229309,0.0,LR
ADA2,ELAPOR2,0.8022068738937378,0.0,LR
ADA2,FCGR2B,0.2304334789514541,0.0,LR
ADA2,FCGR2C,0.3087861537933349,0.0,LR
ADA2,FCRL3,0.3598226308822632,0.0,LR
ADA2,FCRL5,0.3240356147289276,0.0,LR
ADA2,FCRL6,0.4650408625602722,0.0,LR
ADA2,FFAR3,0.934645414352417,0.173685150846383,LR
ADA2,FFAR4,0.9455289244651794,0.542322260612373,LR
ADA2,FRAS1,0.9007049202919006,0.0,LR
ADA2,GPER1,0.981992483139038,1.0519131150060284,LR
ADA2,GPR12,0.9267992377281188,0.035388741650037525,LR
ADA2,GPR132,0.9412402510643004,0.33559735501002186,LR
ADA2,GPR139,0.8471503257751465,0.29489906129192567,LR
ADA2,GPR15,0.95046067237854,0.29489906129192567,LR
ADA2,GPR17,0.9485771059989928,0.33559735501002186,LR
ADA2,GPR174,0.9472838640213012,0.2614889338054437,LR
ADA2,GPR183,0.9251614212989808,0.2614889338054437,LR
ADA2,GPR3,0.9540954828262328,0.2573454574384402,LR
ADA2,GPR34,0.9294012188911438,0.2614889338054437,LR
ADA2,GPR4,0.9424893856048584,0.37842044810345893,LR
ADA2,GPR6,0.9082013368606568,0.5414262012985481,LR
ADA2,GPR83,0.94255793094635,0.5777110022624106,LR
ADA2,GPR87,0.9577996134757996,0.37629564872811794,LR
ADA2,GRM2,0.9654443860054016,0.6571151675788195,LR
ADA2,GRM6,0.9530720114707948,0.35115498666514505,LR
ADA2,GRM8,0.947165071964264,0.20936744170919278,LR
ADA2,IGDCC3,0.6641603112220764,0.0,LR
ADA2,IGDCC4,0.6530212759971619,0.0,LR
ADA2,IGSF9,0.6812546253204346,0.0,LR
ADA2,IGSF9B,0.4611503481864929,0.0,LR
ADA2,INSRR,0.9711133241653442,0.20814580271260658,LR
ADA2,KCNH5,0.0207341723144054,0.0,LR
ADA2,KCNH7,0.0124689489603042,0.0,LR
ADA2,KIR2DL2,0.0738847032189369,0.0,LR
ADA2,KIR2DL5A,0.0592581890523433,0.0,LR
ADA2,KIR2DL5B,0.0515333972871303,0.0,LR
ADA2,KIR2DS1,0.0767757147550582,0.0,LR
ADA2,KIR2DS2,0.0905621275305748,0.0,LR
ADA2,KIR2DS3,0.0836640074849128,0.0,LR
ADA2,KIR2DS4,0.0787357166409492,0.0,LR
ADA2,KIR2DS5,0.0835855603218078,0.0,LR
ADA2,KIR3DL3,0.1042525917291641,0.0,LR
ADA2,KIR3DS1,0.1467582285404205,0.0,LR
ADA2,KLRC3,0.0190734658390283,0.0,LR
ADA2,LAIR1,0.1351716071367263,0.0,LR
ADA2,LAMP2,0.9525551199913024,0.0,LR
ADA2,LILRA6,0.4751713275909424,0.0,LR
ADA2,LILRB3,0.3011395931243896,0.0,LR
ADA2,LILRB4,0.0688164457678794,0.0,LR
ADA2,LILRB5,0.331579178571701,0.0,LR
ADA2,LPAR5,0.945411503314972,0.37842044810345893,LR
ADA2,LRP1B,0.9810452461242676,0.0,LR
ADA2,LRRC25,0.7359207272529602,0.0,LR
ADA2,LTB4R,0.9437052011489868,0.33772215438536285,LR
ADA2,LTB4R2,0.9337635040283204,0.5975625802674487,LR
ADA2,LTK,0.8074125051498413,0.0,LR
ADA2,LY75,0.9241905808448792,0.0,LR
ADA2,MEGF11,0.9063069820404052,0.0,LR
ADA2,MEGF8,0.8205003142356873,0.0,LR
ADA2,MILR1,0.2532856166362762,0.0,LR
ADA2,MRC1,0.9197598695755004,0.0,LR
ADA2,NCAM2,0.7625503540039062,0.0,LR
ADA2,NCR1,0.1426478922367096,0.0,LR
ADA2,NFASC,0.8905695080757141,0.0,LR
ADA2,NLGN4X,0.5813525319099426,0.0,LR
ADA2,NLGN4Y,0.5816035270690918,0.0,LR
ADA2,NPY4R2,0.9485114812850952,0.33559735501002186,LR
ADA2,OPN3,0.8378057479858398,0.25861426032806334,LR
ADA2,OPN4,0.877071738243103,0.0,LR
ADA2,P2RY1,0.9775838851928712,0.8156340060438445,LR
ADA2,P2RY10,0.9381643533706664,0.16391484739878784,LR
ADA2,P2RY11,0.883330762386322,0.29489906129192567,LR
ADA2,P2RY2,0.9634748101234436,0.7606757949362503,LR
ADA2,P2RY4,0.974129855632782,0.9328446324272501,LR
ADA2,P2RY6,0.94318288564682,0.4653729688619462,LR
ADA2,P2RY8,0.9725248217582704,0.7606757949362503,LR
ADA2,PEAR1,0.8957532048225403,0.0,LR
ADA2,PRTG,0.7093262672424316,0.0,LR
ADA2,PTAFR,0.9416713714599608,0.2614889338054437,LR
ADA2,PTGFR,0.9264692068099976,0.0,LR
ADA2,PTPRD,0.690876305103302,0.0,LR
ADA2,ROBO3,0.6868202090263367,0.0,LR
ADA2,S1PR2,0.9717150330543518,0.520572385065693,LR
ADA2,SDK1,0.8248615860939026,0.0,LR
ADA2,SDK2,0.8135507702827454,0.0,LR
ADA2,SEMA5B,0.813812792301178,0.0,LR
ADA2,SEMA6B,0.6653681993484497,0.0,LR
ADA2,SLAMF7,0.1859157681465149,0.0,LR
ADA2,STAB1,0.8995203375816345,0.0,LR
ADA2,SULF1,0.8572300672531128,0.0,LR
ADA2,SULF2,0.8750004172325134,0.0,LR
ADA2,SUSD1,0.938085913658142,0.0,LR
ADA2,SUSD5,0.6598173975944519,0.0,LR
ADA2,TARM1,0.2323067486286163,0.0,LR
ADA2,THSD7B,0.8137980699539185,0.0,LR
ADA2,TLR10,0.9815581440925598,0.15239495608328563,LR
ADA2,VSIG10L2,0.8576276898384094,0.0,LR
ADAM23,ADGRB3,0.8452269434928894,0.3084562606166405,LR
ADAM23,ADGRE1,0.214418813586235,0.0,LR
ADAM23,ADGRL3,0.9750256538391112,1.8828156916968322,LR
ADAM23,ADRA1B,0.1649802774190902,0.0,LR
ADAM23,ADRA2C,0.1900538206100464,0.0,LR
ADAM23,ADRB1,0.1542264223098755,0.0,LR
ADAM23,ATRNL1,0.9297336935997008,0.0,LR
ADAM23,CACNA2D2,0.793915867805481,0.0,LR
ADAM23,CACNA2D3,0.8919863700866699,0.0,LR
ADAM23,CACNA2D4,0.8362098336219788,0.0,LR
ADAM23,CADM2,0.9084975123405457,0.0,LR
ADAM23,CASR,0.0673079267144203,0.0,LR
ADAM23,CD180,0.675444483757019,0.0,LR
ADAM23,CD244,0.0107708917930722,0.0,LR
ADAM23,CDHR5,0.7407450079917908,0.0,LR
ADAM23,CHRM2,0.3999820649623871,0.01563263498701806,LR
ADAM23,CHRM4,0.3644289076328277,0.0,LR
ADAM23,CHRM5,0.1900711357593536,0.0,LR
ADAM23,CLEC12B,0.0342716388404369,0.0,LR
ADAM23,CLEC1A,0.1102136969566345,0.0,LR
ADAM23,CLEC1B,0.0664221420884132,0.0,LR
ADAM23,CLEC4A,0.0132435131818056,0.0,LR
ADAM23,CLEC5A,0.059427049010992,0.0,LR
ADAM23,CLEC7A,0.0487334504723548,0.0,LR
ADAM23,CLEC9A,0.0329301878809928,0.0,LR
ADAM23,CNGA1,0.0171952806413173,0.0,LR
ADAM23,CNGA3,0.0148571422323584,0.0,LR
ADAM23,CNTN5,0.9502599835395812,0.0,LR
ADAM23,CNTN6,0.9629977345466614,0.0,LR
ADAM23,CRELD1,0.8845944404602051,0.0,LR
ADAM23,CYSLTR2,0.0353022702038288,0.0,LR
ADAM23,DNER,0.8061537742614746,0.0,LR
ADAM23,DRD1,0.1830974817276001,0.0,LR
ADAM23,DRD3,0.1890138238668441,0.01563263498701806,LR
ADAM23,DRD5,0.340336263179779,0.0,LR
ADAM23,DSCAML1,0.966143786907196,0.6255899129991825,LR
ADAM23,ELAPOR1,0.8890588283538818,0.0,LR
ADAM23,ELAPOR2,0.8954704999923706,0.0,LR
ADAM23,FCGR2B,0.0571411959826946,0.0,LR
ADAM23,FCGR2C,0.0807812362909317,0.0,LR
ADAM23,FCRL3,0.088671937584877,0.0,LR
ADAM23,FCRL5,0.1165709793567657,0.0,LR
ADAM23,FCRL6,0.0981000736355781,0.0,LR
ADAM23,FFAR3,0.1224191710352897,0.01563263498701806,LR
ADAM23,FFAR4,0.1327696442604065,0.0,LR
ADAM23,FRAS1,0.8359206914901733,0.0,LR
ADAM23,GPER1,0.5013872981071472,0.01563263498701806,LR
ADAM23,GPR12,0.2804246246814728,0.0,LR
ADAM23,GPR132,0.0641262903809547,0.0,LR
ADAM23,GPR139,0.0219941418617963,0.0,LR
ADAM23,GPR15,0.0775135233998298,0.01563263498701806,LR
ADAM23,GPR17,0.0826854109764099,0.01563263498701806,LR
ADAM23,GPR174,0.0781515464186668,0.01563263498701806,LR
ADAM23,GPR183,0.0543592497706413,0.0,LR
ADAM23,GPR3,0.5114768743515015,0.01563263498701806,LR
ADAM23,GPR34,0.0541436597704887,0.0,LR
ADAM23,GPR4,0.0787539705634117,0.01563263498701806,LR
ADAM23,GPR6,0.4134889245033264,0.0,LR
ADAM23,GPR83,0.1491751670837402,0.0,LR
ADAM23,GPR87,0.1021716594696044,0.01563263498701806,LR
ADAM23,GRM2,0.8341066241264343,0.01563263498701806,LR
ADAM23,GRM6,0.8903118371963501,0.01563263498701806,LR
ADAM23,GRM8,0.8463008999824524,0.01563263498701806,LR
ADAM23,IGDCC3,0.8600974678993225,0.0,LR
ADAM23,IGDCC4,0.8857436776161194,0.0,LR
ADAM23,IGSF9,0.9100735187530518,0.0,LR
ADAM23,IGSF9B,0.8753408789634705,0.0,LR
ADAM23,INSRR,0.980195164680481,1.976869719803333,LR
ADAM23,KCNH5,0.017458664253354,0.0,LR
ADAM23,KCNH7,0.013254857622087,0.0,LR
ADAM23,KIR2DL2,0.0257314108312129,0.0,LR
ADAM23,KIR2DL5A,0.0254370588809251,0.0,LR
ADAM23,KIR2DL5B,0.0227599199861288,0.0,LR
ADAM23,KIR2DS1,0.0298641137778759,0.0,LR
ADAM23,KIR2DS2,0.0371046066284179,0.0,LR
ADAM23,KIR2DS3,0.031250026077032,0.0,LR
ADAM23,KIR2DS4,0.02969316765666,0.0,LR
ADAM23,KIR2DS5,0.0335083045065403,0.0,LR
ADAM23,KIR3DL3,0.0485370680689811,0.0,LR
